user_id,abstract_words,count,ranking
001b3708566c094b6206a97c9e1dcee0,systems,24,1
001b3708566c094b6206a97c9e1dcee0,complex,23,2
001b3708566c094b6206a97c9e1dcee0,system,22,3
001b3708566c094b6206a97c9e1dcee0,interactions,17,4
001b3708566c094b6206a97c9e1dcee0,network,17,5
001b3708566c094b6206a97c9e1dcee0,networks,15,6
001b3708566c094b6206a97c9e1dcee0,human,15,7
001b3708566c094b6206a97c9e1dcee0,behaviour,15,8
001b3708566c094b6206a97c9e1dcee0,interaction,12,9
001b3708566c094b6206a97c9e1dcee0,agents,10,10
001e7ea55ca222223f2d0535a162d0f8,grid,20,1
001e7ea55ca222223f2d0535a162d0f8,computing,10,2
001e7ea55ca222223f2d0535a162d0f8,virtual,10,3
001e7ea55ca222223f2d0535a162d0f8,service,9,4
001e7ea55ca222223f2d0535a162d0f8,technologies,9,5
001e7ea55ca222223f2d0535a162d0f8,services,9,6
001e7ea55ca222223f2d0535a162d0f8,resource,8,7
001e7ea55ca222223f2d0535a162d0f8,toolkit,8,8
001e7ea55ca222223f2d0535a162d0f8,system,8,9
001e7ea55ca222223f2d0535a162d0f8,globus,8,10
001efe34605df9ea09186ed9b5da2470,single,67,1
001efe34605df9ea09186ed9b5da2470,molecule,44,2
001efe34605df9ea09186ed9b5da2470,force,43,3
001efe34605df9ea09186ed9b5da2470,molecules,40,4
001efe34605df9ea09186ed9b5da2470,fluorescence,33,5
001efe34605df9ea09186ed9b5da2470,resolution,33,6
001efe34605df9ea09186ed9b5da2470,molecular,30,7
001efe34605df9ea09186ed9b5da2470,microscopy,24,8
001efe34605df9ea09186ed9b5da2470,cell,23,9
001efe34605df9ea09186ed9b5da2470,imaging,22,10
003840e52f6a43bc5b94eaf75cd6a2ae,social,10,1
003840e52f6a43bc5b94eaf75cd6a2ae,world,7,2
003840e52f6a43bc5b94eaf75cd6a2ae,war,7,3
003840e52f6a43bc5b94eaf75cd6a2ae,japan,6,4
003840e52f6a43bc5b94eaf75cd6a2ae,disaster,5,5
003840e52f6a43bc5b94eaf75cd6a2ae,gordon,5,6
003840e52f6a43bc5b94eaf75cd6a2ae,classics,4,7
003840e52f6a43bc5b94eaf75cd6a2ae,violence,4,8
003840e52f6a43bc5b94eaf75cd6a2ae,media,4,9
003840e52f6a43bc5b94eaf75cd6a2ae,militarism,4,10
003915ed276b5231d684366fce2c7da0,false,9,1
003915ed276b5231d684366fce2c7da0,data,9,2
003915ed276b5231d684366fce2c7da0,biological,7,3
003915ed276b5231d684366fce2c7da0,databases,6,4
003915ed276b5231d684366fce2c7da0,gene,6,5
003915ed276b5231d684366fce2c7da0,genome,6,6
003915ed276b5231d684366fce2c7da0,continuous,6,7
003915ed276b5231d684366fce2c7da0,approach,5,8
003915ed276b5231d684366fce2c7da0,types,5,9
003915ed276b5231d684366fce2c7da0,ot,5,10
004c406d58be845585082bd18f7c109c,communication,463,1
004c406d58be845585082bd18f7c109c,aac,405,2
004c406d58be845585082bd18f7c109c,children,219,3
004c406d58be845585082bd18f7c109c,speech,200,4
004c406d58be845585082bd18f7c109c,study,143,5
004c406d58be845585082bd18f7c109c,research,136,6
004c406d58be845585082bd18f7c109c,language,136,7
004c406d58be845585082bd18f7c109c,augmentative,117,8
004c406d58be845585082bd18f7c109c,systems,110,9
004c406d58be845585082bd18f7c109c,alternative,109,10
006192fe25f5b3dfce571b2367b2017f,networks,105,1
006192fe25f5b3dfce571b2367b2017f,web,84,2
006192fe25f5b3dfce571b2367b2017f,social,77,3
006192fe25f5b3dfce571b2367b2017f,systems,63,4
006192fe25f5b3dfce571b2367b2017f,information,60,5
006192fe25f5b3dfce571b2367b2017f,data,59,6
006192fe25f5b3dfce571b2367b2017f,tagging,58,7
006192fe25f5b3dfce571b2367b2017f,tags,56,8
006192fe25f5b3dfce571b2367b2017f,based,47,9
006192fe25f5b3dfce571b2367b2017f,users,47,10
006cf852c379a0e08788bf7a6ceadd47,car,25,1
006cf852c379a0e08788bf7a6ceadd47,fuel,10,2
006cf852c379a0e08788bf7a6ceadd47,electric,9,3
006cf852c379a0e08788bf7a6ceadd47,cars,9,4
006cf852c379a0e08788bf7a6ceadd47,flex,9,5
006cf852c379a0e08788bf7a6ceadd47,efficiency,9,6
006cf852c379a0e08788bf7a6ceadd47,design,9,7
006cf852c379a0e08788bf7a6ceadd47,pb,8,8
006cf852c379a0e08788bf7a6ceadd47,context,8,9
006cf852c379a0e08788bf7a6ceadd47,time,8,10
007fa553f1f9dccecf4ca82db0d9afba,memory,26,1
007fa553f1f9dccecf4ca82db0d9afba,temporal,11,2
007fa553f1f9dccecf4ca82db0d9afba,events,10,3
007fa553f1f9dccecf4ca82db0d9afba,gene,10,4
007fa553f1f9dccecf4ca82db0d9afba,expression,10,5
007fa553f1f9dccecf4ca82db0d9afba,cells,8,6
007fa553f1f9dccecf4ca82db0d9afba,cortex,7,7
007fa553f1f9dccecf4ca82db0d9afba,hippocampal,7,8
007fa553f1f9dccecf4ca82db0d9afba,stress,6,9
007fa553f1f9dccecf4ca82db0d9afba,retinal,6,10
00ab824117dd2169dc0a39b1d78890a0,species,231,1
00ab824117dd2169dc0a39b1d78890a0,forest,156,2
00ab824117dd2169dc0a39b1d78890a0,tropical,88,3
00ab824117dd2169dc0a39b1d78890a0,de,85,4
00ab824117dd2169dc0a39b1d78890a0,dry,82,5
00ab824117dd2169dc0a39b1d78890a0,restoration,78,6
00ab824117dd2169dc0a39b1d78890a0,forests,73,7
00ab824117dd2169dc0a39b1d78890a0,growth,70,8
00ab824117dd2169dc0a39b1d78890a0,tree,64,9
00ab824117dd2169dc0a39b1d78890a0,seedling,58,10
00b2ec93e9bc9e6e83d384202b44a580,programs,14,1
00b2ec93e9bc9e6e83d384202b44a580,design,8,2
00b2ec93e9bc9e6e83d384202b44a580,programming,8,3
00b2ec93e9bc9e6e83d384202b44a580,forms,6,4
00b2ec93e9bc9e6e83d384202b44a580,style,6,5
00b2ec93e9bc9e6e83d384202b44a580,systems,5,6
00b2ec93e9bc9e6e83d384202b44a580,combining,5,7
00b2ec93e9bc9e6e83d384202b44a580,cells,5,8
00b2ec93e9bc9e6e83d384202b44a580,cardiac,5,9
00b2ec93e9bc9e6e83d384202b44a580,mass,5,10
00b7375b1ebd91030e25b631558152a4,genes,322,1
00b7375b1ebd91030e25b631558152a4,disease,262,2
00b7375b1ebd91030e25b631558152a4,data,261,3
00b7375b1ebd91030e25b631558152a4,genome,243,4
00b7375b1ebd91030e25b631558152a4,gene,236,5
00b7375b1ebd91030e25b631558152a4,human,208,6
00b7375b1ebd91030e25b631558152a4,genetic,205,7
00b7375b1ebd91030e25b631558152a4,analysis,166,8
00b7375b1ebd91030e25b631558152a4,studies,166,9
00b7375b1ebd91030e25b631558152a4,number,152,10
00be9ee3318c2cf6912ae0cc8a108862,rhios,12,1
00be9ee3318c2cf6912ae0cc8a108862,hie,7,2
00be9ee3318c2cf6912ae0cc8a108862,hospitals,5,3
00be9ee3318c2cf6912ae0cc8a108862,health,5,4
00be9ee3318c2cf6912ae0cc8a108862,primary,3,5
00be9ee3318c2cf6912ae0cc8a108862,supported,3,6
00be9ee3318c2cf6912ae0cc8a108862,information,3,7
00be9ee3318c2cf6912ae0cc8a108862,meaningful,3,8
00be9ee3318c2cf6912ae0cc8a108862,software,3,9
00be9ee3318c2cf6912ae0cc8a108862,number,3,10
00cba334616808164b675a5477f4dc4d,data,9,1
00cba334616808164b675a5477f4dc4d,programs,8,2
