user_id,abstract_words,count,ranking
00095808cdc611fb54ed906516ffe7aa,errors,5,1
00095808cdc611fb54ed906516ffe7aa,text,3,2
00095808cdc611fb54ed906516ffe7aa,information,3,3
00095808cdc611fb54ed906516ffe7aa,impact,2,4
00095808cdc611fb54ed906516ffe7aa,web,2,5
00095808cdc611fb54ed906516ffe7aa,list,2,6
00095808cdc611fb54ed906516ffe7aa,department,2,7
00095808cdc611fb54ed906516ffe7aa,recognition,2,8
00095808cdc611fb54ed906516ffe7aa,automatically,2,9
00095808cdc611fb54ed906516ffe7aa,error,2,10
000ac87bf9c1623ee95fb7af4f127380,consciousness,14,1
000ac87bf9c1623ee95fb7af4f127380,place,2,2
000ac87bf9c1623ee95fb7af4f127380,mystery,2,3
000ac87bf9c1623ee95fb7af4f127380,account,2,4
000ac87bf9c1623ee95fb7af4f127380,world,2,5
000ac87bf9c1623ee95fb7af4f127380,problem,2,6
000ac87bf9c1623ee95fb7af4f127380,theory,2,7
000ac87bf9c1623ee95fb7af4f127380,book,2,8
000ac87bf9c1623ee95fb7af4f127380,mental,2,9
000ac87bf9c1623ee95fb7af4f127380,kinds,2,10
001933555c2b77453d24af4d92850b94,motivation,11,1
001933555c2b77453d24af4d92850b94,game,9,2
001933555c2b77453d24af4d92850b94,play,7,3
001933555c2b77453d24af4d92850b94,autonomy,6,4
001933555c2b77453d24af4d92850b94,processes,6,5
001933555c2b77453d24af4d92850b94,motivations,6,6
001933555c2b77453d24af4d92850b94,psychological,6,7
001933555c2b77453d24af4d92850b94,competence,6,8
001933555c2b77453d24af4d92850b94,sdt,5,9
001933555c2b77453d24af4d92850b94,social,4,10
002bf830c228777bc5883885bf445958,dark,5,1
002bf830c228777bc5883885bf445958,detection,5,2
002bf830c228777bc5883885bf445958,axion,4,3
002bf830c228777bc5883885bf445958,matter,4,4
002bf830c228777bc5883885bf445958,universe,3,5
002bf830c228777bc5883885bf445958,data,3,6
002bf830c228777bc5883885bf445958,neutralino,3,7
002bf830c228777bc5883885bf445958,qcd,3,8
002bf830c228777bc5883885bf445958,review,3,9
002bf830c228777bc5883885bf445958,supersymmetric,3,10
002e030d14bbb8058e8aed9c41d1c1a8,archive,7,1
002e030d14bbb8058e8aed9c41d1c1a8,culture,5,2
002e030d14bbb8058e8aed9c41d1c1a8,electronic,3,3
002e030d14bbb8058e8aed9c41d1c1a8,questions,3,4
002e030d14bbb8058e8aed9c41d1c1a8,implications,3,5
002e030d14bbb8058e8aed9c41d1c1a8,records,2,6
002e030d14bbb8058e8aed9c41d1c1a8,life,2,7
002e030d14bbb8058e8aed9c41d1c1a8,access,2,8
002e030d14bbb8058e8aed9c41d1c1a8,detail,2,9
002e030d14bbb8058e8aed9c41d1c1a8,completeness,2,10
004d7b664524987485ab381c88381fb2,objects,22,1
004d7b664524987485ab381c88381fb2,visual,20,2
004d7b664524987485ab381c88381fb2,recognition,18,3
004d7b664524987485ab381c88381fb2,information,18,4
004d7b664524987485ab381c88381fb2,data,15,5
004d7b664524987485ab381c88381fb2,object,14,6
004d7b664524987485ab381c88381fb2,spatial,13,7
004d7b664524987485ab381c88381fb2,based,12,8
004d7b664524987485ab381c88381fb2,processing,12,9
004d7b664524987485ab381c88381fb2,brain,10,10
007792b2578fc8df976603ffca7472b3,chromosome,3,1
007792b2578fc8df976603ffca7472b3,genes,3,2
007792b2578fc8df976603ffca7472b3,predicted,2,3
007792b2578fc8df976603ffca7472b3,genome,2,4
007792b2578fc8df976603ffca7472b3,bacterium,2,5
007792b2578fc8df976603ffca7472b3,soil,2,6
007792b2578fc8df976603ffca7472b3,antibiotics,1,7
007792b2578fc8df976603ffca7472b3,largest,1,8
007792b2578fc8df976603ffca7472b3,generation,1,9
007792b2578fc8df976603ffca7472b3,unique,1,10
008213f1de217daf64b8052c516a71a7,potential,7,1
008213f1de217daf64b8052c516a71a7,method,4,2
008213f1de217daf64b8052c516a71a7,quantum,4,3
008213f1de217daf64b8052c516a71a7,energy,4,4
008213f1de217daf64b8052c516a71a7,model,4,5
008213f1de217daf64b8052c516a71a7,reference,3,6
008213f1de217daf64b8052c516a71a7,group,3,7
008213f1de217daf64b8052c516a71a7,fit,3,8
008213f1de217daf64b8052c516a71a7,potentials,3,9
008213f1de217daf64b8052c516a71a7,parameters,3,10
0087a177586a5c9eb5bec617a7ce46e8,workers,11,1
0087a177586a5c9eb5bec617a7ce46e8,search,10,2
0087a177586a5c9eb5bec617a7ce46e8,tasks,9,3
0087a177586a5c9eb5bec617a7ce46e8,crowdsourcing,8,4
0087a177586a5c9eb5bec617a7ce46e8,human,8,5
0087a177586a5c9eb5bec617a7ce46e8,systems,7,6
0087a177586a5c9eb5bec617a7ce46e8,techniques,7,7
0087a177586a5c9eb5bec617a7ce46e8,users,7,8
0087a177586a5c9eb5bec617a7ce46e8,quality,7,9
0087a177586a5c9eb5bec617a7ce46e8,image,7,10
008efe9995cd194f894fdeaf58f4e4ef,reaction,3,1
008efe9995cd194f894fdeaf58f4e4ef,heating,3,2
008efe9995cd194f894fdeaf58f4e4ef,microwave,3,3
008efe9995cd194f894fdeaf58f4e4ef,energy,2,4
008efe9995cd194f894fdeaf58f4e4ef,bunsen,2,5
008efe9995cd194f894fdeaf58f4e4ef,source,2,6
008efe9995cd194f894fdeaf58f4e4ef,burner,2,7
008efe9995cd194f894fdeaf58f4e4ef,heat,2,8
008efe9995cd194f894fdeaf58f4e4ef,technique,2,9
008efe9995cd194f894fdeaf58f4e4ef,chemical,2,10
00a0508d5895841225bd2f5c77a5363a,learner,8,1
00a0508d5895841225bd2f5c77a5363a,learning,8,2
00a0508d5895841225bd2f5c77a5363a,charts,6,3
00a0508d5895841225bd2f5c77a5363a,information,6,4
00a0508d5895841225bd2f5c77a5363a,theory,6,5
00a0508d5895841225bd2f5c77a5363a,graphs,6,6
00a0508d5895841225bd2f5c77a5363a,models,5,7
00a0508d5895841225bd2f5c77a5363a,games,5,8
00a0508d5895841225bd2f5c77a5363a,graphical,4,9
00a0508d5895841225bd2f5c77a5363a,approach,4,10
00a19396b7bb52e4087a8fff65fffa7f,face,49,1
00a19396b7bb52e4087a8fff65fffa7f,recognition,32,2
00a19396b7bb52e4087a8fff65fffa7f,images,15,3
00a19396b7bb52e4087a8fff65fffa7f,system,12,4
00a19396b7bb52e4087a8fff65fffa7f,based,12,5
00a19396b7bb52e4087a8fff65fffa7f,pose,12,6
00a19396b7bb52e4087a8fff65fffa7f,image,11,7
00a19396b7bb52e4087a8fff65fffa7f,approach,8,8
00a19396b7bb52e4087a8fff65fffa7f,paper,8,9
00a19396b7bb52e4087a8fff65fffa7f,applications,8,10
00b45845b91a446a8b7a620c3de5eacb,professional,5,1
00b45845b91a446a8b7a620c3de5eacb,age,4,2
00b45845b91a446a8b7a620c3de5eacb,teacher,3,3
00b45845b91a446a8b7a620c3de5eacb,professionalism,3,4
00b45845b91a446a8b7a620c3de5eacb,conceptualizes,1,5
00b45845b91a446a8b7a620c3de5eacb,development,1,6
00b45845b91a446a8b7a620c3de5eacb,postmodern,1,7
00b45845b91a446a8b7a620c3de5eacb,experiences,1,8
00b45845b91a446a8b7a620c3de5eacb,perceptions,1,9
00b45845b91a446a8b7a620c3de5eacb,phases,1,10
00bc1bb009b21847cbf287fa9711dfae,strategic,16,1
00bc1bb009b21847cbf287fa9711dfae,bsc,11,2
00bc1bb009b21847cbf287fa9711dfae,factors,11,3
00bc1bb009b21847cbf287fa9711dfae,analysis,10,4
00bc1bb009b21847cbf287fa9711dfae,erp,9,5
00bc1bb009b21847cbf287fa9711dfae,based,9,6
00bc1bb009b21847cbf287fa9711dfae,scorecard,8,7
00bc1bb009b21847cbf287fa9711dfae,system,8,8
00bc1bb009b21847cbf287fa9711dfae,swot,8,9
00bc1bb009b21847cbf287fa9711dfae,planning,7,10
00cec95a2c007b650ef3ec5cccc04cf5,force,15,1
00cec95a2c007b650ef3ec5cccc04cf5,energy,10,2
00cec95a2c007b650ef3ec5cccc04cf5,simulations,9,3
00cec95a2c007b650ef3ec5cccc04cf5,mm,9,4
00cec95a2c007b650ef3ec5cccc04cf5,molecular,8,5
00cec95a2c007b650ef3ec5cccc04cf5,program,8,6
00cec95a2c007b650ef3ec5cccc04cf5,field,8,7
00cec95a2c007b650ef3ec5cccc04cf5,data,8,8
00cec95a2c007b650ef3ec5cccc04cf5,model,8,9
00cec95a2c007b650ef3ec5cccc04cf5,substrate,7,10
00d08b45f5ce4763046924aa737388c0,tree,66,1
00d08b45f5ce4763046924aa737388c0,data,65,2
00d08b45f5ce4763046924aa737388c0,gene,62,3
00d08b45f5ce4763046924aa737388c0,species,36,4
00d08b45f5ce4763046924aa737388c0,trees,34,5
00d08b45f5ce4763046924aa737388c0,model,34,6
00d08b45f5ce4763046924aa737388c0,phylogenetic,33,7
00d08b45f5ce4763046924aa737388c0,sequence,31,8
00d08b45f5ce4763046924aa737388c0,methods,29,9
00d08b45f5ce4763046924aa737388c0,genome,28,10
00d145bb7325f62e509844c746c91e5b,graphics,10,1
00d145bb7325f62e509844c746c91e5b,hardware,6,2
00d145bb7325f62e509844c746c91e5b,matrix,5,3
00d145bb7325f62e509844c746c91e5b,gpu,5,4
00d145bb7325f62e509844c746c91e5b,performance,5,5
00d145bb7325f62e509844c746c91e5b,image,5,6
00d145bb7325f62e509844c746c91e5b,processing,4,7
00d145bb7325f62e509844c746c91e5b,simulation,4,8
00d145bb7325f62e509844c746c91e5b,system,4,9
00d145bb7325f62e509844c746c91e5b,fft,3,10
01071eb603bbdb648881aae9f80a7c88,hydroxyurea,4,1
01071eb603bbdb648881aae9f80a7c88,free,3,2
01071eb603bbdb648881aae9f80a7c88,energy,2,3
01071eb603bbdb648881aae9f80a7c88,substituted,2,4
01071eb603bbdb648881aae9f80a7c88,potentials,2,5
01071eb603bbdb648881aae9f80a7c88,sickle,2,6
01071eb603bbdb648881aae9f80a7c88,anemia,2,7
01071eb603bbdb648881aae9f80a7c88,cycles,2,8
01071eb603bbdb648881aae9f80a7c88,solvation,2,9
01071eb603bbdb648881aae9f80a7c88,cell,2,10
01467ff62bfe31efe7f700dabd4957ec,protein,67,1
01467ff62bfe31efe7f700dabd4957ec,nmr,45,2
01467ff62bfe31efe7f700dabd4957ec,structure,43,3
01467ff62bfe31efe7f700dabd4957ec,proteins,41,4
01467ff62bfe31efe7f700dabd4957ec,structural,18,5
01467ff62bfe31efe7f700dabd4957ec,resonance,18,6
01467ff62bfe31efe7f700dabd4957ec,method,16,7
01467ff62bfe31efe7f700dabd4957ec,methyl,16,8
01467ff62bfe31efe7f700dabd4957ec,assignment,16,9
01467ff62bfe31efe7f700dabd4957ec,labeling,15,10
