user_id,abstract_words,count,ranking
0035e5e6cf9fddea8aa1ab6c8ab00ca9,type,48,1
0035e5e6cf9fddea8aa1ab6c8ab00ca9,programming,35,2
0035e5e6cf9fddea8aa1ab6c8ab00ca9,programs,26,3
0035e5e6cf9fddea8aa1ab6c8ab00ca9,types,22,4
0035e5e6cf9fddea8aa1ab6c8ab00ca9,languages,22,5
0035e5e6cf9fddea8aa1ab6c8ab00ca9,systems,20,6
0035e5e6cf9fddea8aa1ab6c8ab00ca9,functional,18,7
0035e5e6cf9fddea8aa1ab6c8ab00ca9,data,18,8
0035e5e6cf9fddea8aa1ab6c8ab00ca9,language,17,9
0035e5e6cf9fddea8aa1ab6c8ab00ca9,semantics,16,10
003fc521cae0fb4c5626a12e855373fd,education,29,1
003fc521cae0fb4c5626a12e855373fd,rural,15,2
003fc521cae0fb4c5626a12e855373fd,research,14,3
003fc521cae0fb4c5626a12e855373fd,school,12,4
003fc521cae0fb4c5626a12e855373fd,teachers,12,5
003fc521cae0fb4c5626a12e855373fd,field,10,6
003fc521cae0fb4c5626a12e855373fd,social,7,7
003fc521cae0fb4c5626a12e855373fd,training,6,8
003fc521cae0fb4c5626a12e855373fd,theme,6,9
003fc521cae0fb4c5626a12e855373fd,degree,6,10
004517c06b4f22feee9c3f1b9e14c32b,information,19,1
004517c06b4f22feee9c3f1b9e14c32b,networks,18,2
004517c06b4f22feee9c3f1b9e14c32b,entropy,11,3
004517c06b4f22feee9c3f1b9e14c32b,systems,9,4
004517c06b4f22feee9c3f1b9e14c32b,small,8,5
004517c06b4f22feee9c3f1b9e14c32b,data,8,6
004517c06b4f22feee9c3f1b9e14c32b,transfer,7,7
004517c06b4f22feee9c3f1b9e14c32b,world,7,8
004517c06b4f22feee9c3f1b9e14c32b,network,6,9
004517c06b4f22feee9c3f1b9e14c32b,time,6,10
00553ffff742e1c4e2dc60dcb2b12039,diabetes,19,1
00553ffff742e1c4e2dc60dcb2b12039,costs,7,2
00553ffff742e1c4e2dc60dcb2b12039,metabolic,7,3
00553ffff742e1c4e2dc60dcb2b12039,glucose,6,4
00553ffff742e1c4e2dc60dcb2b12039,million,6,5
00553ffff742e1c4e2dc60dcb2b12039,estimated,6,6
00553ffff742e1c4e2dc60dcb2b12039,complications,6,7
00553ffff742e1c4e2dc60dcb2b12039,years,5,8
00553ffff742e1c4e2dc60dcb2b12039,men,5,9
00553ffff742e1c4e2dc60dcb2b12039,disease,5,10
006d7621c4ec15753dc25e4f540d3473,sna,5,1
006d7621c4ec15753dc25e4f540d3473,social,5,2
006d7621c4ec15753dc25e4f540d3473,network,5,3
006d7621c4ec15753dc25e4f540d3473,networks,3,4
006d7621c4ec15753dc25e4f540d3473,citation,2,5
006d7621c4ec15753dc25e4f540d3473,information,2,6
006d7621c4ec15753dc25e4f540d3473,analysis,2,7
006d7621c4ec15753dc25e4f540d3473,applied,2,8
006d7621c4ec15753dc25e4f540d3473,structures,2,9
006d7621c4ec15753dc25e4f540d3473,study,2,10
00972038e3cd2ef775ab03c07628dd80,systems,26,1
00972038e3cd2ef775ab03c07628dd80,user,26,2
00972038e3cd2ef775ab03c07628dd80,based,26,3
00972038e3cd2ef775ab03c07628dd80,recommendation,23,4
00972038e3cd2ef775ab03c07628dd80,recommender,22,5
00972038e3cd2ef775ab03c07628dd80,collaborative,18,6
00972038e3cd2ef775ab03c07628dd80,filtering,17,7
00972038e3cd2ef775ab03c07628dd80,content,16,8
00972038e3cd2ef775ab03c07628dd80,information,16,9
