user_id,abstract_words,count,ranking
000a87940e47aef8c2ccb3274812db6d,million,1,1
000a87940e47aef8c2ccb3274812db6d,patterns,1,2
000a87940e47aef8c2ccb3274812db6d,blogger,1,3
000a87940e47aef8c2ccb3274812db6d,reveals,1,4
000a87940e47aef8c2ccb3274812db6d,entries,1,5
000a87940e47aef8c2ccb3274812db6d,friendships,1,6
000a87940e47aef8c2ccb3274812db6d,blogs,1,7
000a87940e47aef8c2ccb3274812db6d,time,1,8
000a87940e47aef8c2ccb3274812db6d,demographics,1,9
000a87940e47aef8c2ccb3274812db6d,bloggers,1,10
0027eef9d6746e58d5bf3642b99ec7ac,tracking,18,1
0027eef9d6746e58d5bf3642b99ec7ac,motion,14,2
0027eef9d6746e58d5bf3642b99ec7ac,targets,13,3
0027eef9d6746e58d5bf3642b99ec7ac,object,12,4
0027eef9d6746e58d5bf3642b99ec7ac,target,8,5
0027eef9d6746e58d5bf3642b99ec7ac,based,7,6
0027eef9d6746e58d5bf3642b99ec7ac,algorithm,7,7
0027eef9d6746e58d5bf3642b99ec7ac,methods,7,8
0027eef9d6746e58d5bf3642b99ec7ac,method,7,9
0027eef9d6746e58d5bf3642b99ec7ac,image,7,10
003480b4ec36839ea161ca49a76876ec,temperature,9,1
003480b4ec36839ea161ca49a76876ec,phase,8,2
003480b4ec36839ea161ca49a76876ec,high,8,3
003480b4ec36839ea161ca49a76876ec,critical,7,4
003480b4ec36839ea161ca49a76876ec,superconducting,7,5
003480b4ec36839ea161ca49a76876ec,separation,5,6
003480b4ec36839ea161ca49a76876ec,model,5,7
003480b4ec36839ea161ca49a76876ec,local,5,8
003480b4ec36839ea161ca49a76876ec,mechanism,4,9
003480b4ec36839ea161ca49a76876ec,transition,4,10
006952ac6e207f4df5dea7e0afbba5e2,patients,45,1
006952ac6e207f4df5dea7e0afbba5e2,magnesium,43,2
006952ac6e207f4df5dea7e0afbba5e2,group,28,3
006952ac6e207f4df5dea7e0afbba5e2,therapy,26,4
006952ac6e207f4df5dea7e0afbba5e2,sepsis,21,5
006952ac6e207f4df5dea7e0afbba5e2,severe,19,6
006952ac6e207f4df5dea7e0afbba5e2,acute,18,7
006952ac6e207f4df5dea7e0afbba5e2,pain,17,8
006952ac6e207f4df5dea7e0afbba5e2,clinical,16,9
006952ac6e207f4df5dea7e0afbba5e2,trial,15,10
007fcd4d1bfd2afdcaa043322e867e57,technology,33,1
007fcd4d1bfd2afdcaa043322e867e57,teachers,33,2
007fcd4d1bfd2afdcaa043322e867e57,development,29,3
007fcd4d1bfd2afdcaa043322e867e57,professional,27,4
007fcd4d1bfd2afdcaa043322e867e57,study,15,5
007fcd4d1bfd2afdcaa043322e867e57,teaching,13,6
007fcd4d1bfd2afdcaa043322e867e57,school,11,7
007fcd4d1bfd2afdcaa043322e867e57,computers,10,8
007fcd4d1bfd2afdcaa043322e867e57,interaction,9,9
007fcd4d1bfd2afdcaa043322e867e57,knowledge,9,10
00c30e67e7297df6074b1c311eda9020,de,34,1
00c30e67e7297df6074b1c311eda9020,fluids,11,2
00c30e67e7297df6074b1c311eda9020,les,10,3
00c30e67e7297df6074b1c311eda9020,heat,10,4
00c30e67e7297df6074b1c311eda9020,drag,9,5
00c30e67e7297df6074b1c311eda9020,reducing,9,6
00c30e67e7297df6074b1c311eda9020,temperature,9,7
00c30e67e7297df6074b1c311eda9020,flow,8,8
00c30e67e7297df6074b1c311eda9020,analogies,8,9
00c30e67e7297df6074b1c311eda9020,pour,8,10
00c872a97c313adffa796ee236840e82,fuel,34,1
00c872a97c313adffa796ee236840e82,car,15,2
00c872a97c313adffa796ee236840e82,ethanol,14,3
00c872a97c313adffa796ee236840e82,impact,14,4
00c872a97c313adffa796ee236840e82,vehicles,12,5
00c872a97c313adffa796ee236840e82,vehicle,11,6
00c872a97c313adffa796ee236840e82,parking,11,7
00c872a97c313adffa796ee236840e82,paper,11,8
00c872a97c313adffa796ee236840e82,control,11,9
00c872a97c313adffa796ee236840e82,proposed,10,10
00fe3e8b55fabb63d7258b4af8576c65,region,6,1
00fe3e8b55fabb63d7258b4af8576c65,object,5,2
00fe3e8b55fabb63d7258b4af8576c65,endoleaks,5,3
00fe3e8b55fabb63d7258b4af8576c65,based,4,4
00fe3e8b55fabb63d7258b4af8576c65,segmentation,4,5
00fe3e8b55fabb63d7258b4af8576c65,merging,4,6
00fe3e8b55fabb63d7258b4af8576c65,image,4,7
00fe3e8b55fabb63d7258b4af8576c65,proposed,3,8
00fe3e8b55fabb63d7258b4af8576c65,regions,3,9
00fe3e8b55fabb63d7258b4af8576c65,background,3,10
012708df4d81a22141ea3ae6d7fc0d22,oa,10,1
012708df4d81a22141ea3ae6d7fc0d22,postulate,6,2
012708df4d81a22141ea3ae6d7fc0d22,open,5,3
012708df4d81a22141ea3ae6d7fc0d22,book,5,4
012708df4d81a22141ea3ae6d7fc0d22,access,5,5
012708df4d81a22141ea3ae6d7fc0d22,citation,4,6
012708df4d81a22141ea3ae6d7fc0d22,status,4,7
012708df4d81a22141ea3ae6d7fc0d22,author,4,8
012708df4d81a22141ea3ae6d7fc0d22,articles,3,9
012708df4d81a22141ea3ae6d7fc0d22,early,3,10
01368e4a18e50c6f20b426a4bc58a9da,enzyme,4,1
01368e4a18e50c6f20b426a4bc58a9da,activities,4,2
01368e4a18e50c6f20b426a4bc58a9da,metabolites,3,3
01368e4a18e50c6f20b426a4bc58a9da,reticuline,3,4
01368e4a18e50c6f20b426a4bc58a9da,plant,2,5
01368e4a18e50c6f20b426a4bc58a9da,activity,2,6
01368e4a18e50c6f20b426a4bc58a9da,morphinan,2,7
01368e4a18e50c6f20b426a4bc58a9da,bia,2,8
01368e4a18e50c6f20b426a4bc58a9da,engineered,2,9
01368e4a18e50c6f20b426a4bc58a9da,demonstrated,2,10
0136db125d4213a99189035165f1946c,networks,23,1
0136db125d4213a99189035165f1946c,power,7,2
0136db125d4213a99189035165f1946c,small,7,3
0136db125d4213a99189035165f1946c,economic,7,4
0136db125d4213a99189035165f1946c,large,7,5
0136db125d4213a99189035165f1946c,systems,6,6
0136db125d4213a99189035165f1946c,world,6,7
0136db125d4213a99189035165f1946c,growth,6,8
0136db125d4213a99189035165f1946c,model,5,9
0136db125d4213a99189035165f1946c,number,5,10
0138f08b2243ab71c9d64a3d911df37e,reading,7,1
0138f08b2243ab71c9d64a3d911df37e,students,5,2
0138f08b2243ab71c9d64a3d911df37e,language,5,3
0138f08b2243ab71c9d64a3d911df37e,space,4,4
0138f08b2243ab71c9d64a3d911df37e,code,4,5
0138f08b2243ab71c9d64a3d911df37e,article,3,6
0138f08b2243ab71c9d64a3d911df37e,identity,3,7
0138f08b2243ab71c9d64a3d911df37e,home,3,8
0138f08b2243ab71c9d64a3d911df37e,switching,3,9
0138f08b2243ab71c9d64a3d911df37e,findings,3,10
01432005c40ba63851f64999d84a2df8,potter,8,1
01432005c40ba63851f64999d84a2df8,harry,8,2
01432005c40ba63851f64999d84a2df8,emotion,8,3
01432005c40ba63851f64999d84a2df8,fan,7,4
01432005c40ba63851f64999d84a2df8,appraisal,7,5
01432005c40ba63851f64999d84a2df8,negative,6,6
01432005c40ba63851f64999d84a2df8,valence,6,7
01432005c40ba63851f64999d84a2df8,pictures,5,8
01432005c40ba63851f64999d84a2df8,fiction,5,9
01432005c40ba63851f64999d84a2df8,judgments,5,10
015987dfd855e445d8e09aa01b109a86,spin,8,1
015987dfd855e445d8e09aa01b109a86,graphene,6,2
015987dfd855e445d8e09aa01b109a86,proximity,3,3
015987dfd855e445d8e09aa01b109a86,fo,3,4
015987dfd855e445d8e09aa01b109a86,bilayer,2,5
015987dfd855e445d8e09aa01b109a86,devices,2,6
015987dfd855e445d8e09aa01b109a86,field,2,7
015987dfd855e445d8e09aa01b109a86,information,2,8
015987dfd855e445d8e09aa01b109a86,gate,2,9
015987dfd855e445d8e09aa01b109a86,offers,2,10
015d81f75f1e2ee0a7b7bc2abdc610b5,system,9,1
015d81f75f1e2ee0a7b7bc2abdc610b5,cryptography,9,2
015d81f75f1e2ee0a7b7bc2abdc610b5,aes,7,3
015d81f75f1e2ee0a7b7bc2abdc610b5,fault,6,4
015d81f75f1e2ee0a7b7bc2abdc610b5,password,6,5
015d81f75f1e2ee0a7b7bc2abdc610b5,paper,5,6
015d81f75f1e2ee0a7b7bc2abdc610b5,cryptographic,5,7
015d81f75f1e2ee0a7b7bc2abdc610b5,systems,5,8
015d81f75f1e2ee0a7b7bc2abdc610b5,key,5,9
015d81f75f1e2ee0a7b7bc2abdc610b5,implementation,5,10
0167b6e0170e7ff7488a186e2f04ea33,literature,13,1
0167b6e0170e7ff7488a186e2f04ea33,based,7,2
0167b6e0170e7ff7488a186e2f04ea33,discovery,6,3
0167b6e0170e7ff7488a186e2f04ea33,concepts,5,4
0167b6e0170e7ff7488a186e2f04ea33,finding,4,5
0167b6e0170e7ff7488a186e2f04ea33,researchers,4,6
0167b6e0170e7ff7488a186e2f04ea33,information,4,7
0167b6e0170e7ff7488a186e2f04ea33,biomedical,4,8
0167b6e0170e7ff7488a186e2f04ea33,algorithm,3,9
0167b6e0170e7ff7488a186e2f04ea33,hypotheses,3,10
016cbe6d6b9fb520ff77bbd54548ee75,catadioptric,17,1
016cbe6d6b9fb520ff77bbd54548ee75,camera,13,2
016cbe6d6b9fb520ff77bbd54548ee75,central,13,3
016cbe6d6b9fb520ff77bbd54548ee75,image,13,4
016cbe6d6b9fb520ff77bbd54548ee75,projection,12,5
016cbe6d6b9fb520ff77bbd54548ee75,pattern,12,6
016cbe6d6b9fb520ff77bbd54548ee75,reconstruction,10,7
016cbe6d6b9fb520ff77bbd54548ee75,cameras,10,8
016cbe6d6b9fb520ff77bbd54548ee75,techniques,9,9
016cbe6d6b9fb520ff77bbd54548ee75,scene,9,10
017e0e36ed4f223ec8f8d73c9b1d16c4,text,1,1
017e0e36ed4f223ec8f8d73c9b1d16c4,national,1,2
017e0e36ed4f223ec8f8d73c9b1d16c4,local,1,3
017e0e36ed4f223ec8f8d73c9b1d16c4,consistent,1,4
017e0e36ed4f223ec8f8d73c9b1d16c4,analyses,1,5
017e0e36ed4f223ec8f8d73c9b1d16c4,facilitates,1,6
017e0e36ed4f223ec8f8d73c9b1d16c4,series,1,7
017e0e36ed4f223ec8f8d73c9b1d16c4,concerns,1,8
017e0e36ed4f223ec8f8d73c9b1d16c4,drawing,1,9
017e0e36ed4f223ec8f8d73c9b1d16c4,global,1,10
0183bb13892e88733935ce115ff4a4b7,named,38,1
0183bb13892e88733935ce115ff4a4b7,data,35,2
0183bb13892e88733935ce115ff4a4b7,learning,35,3
0183bb13892e88733935ce115ff4a4b7,based,33,4
0183bb13892e88733935ce115ff4a4b7,entity,31,5
0183bb13892e88733935ce115ff4a4b7,system,27,6
0183bb13892e88733935ce115ff4a4b7,recognition,25,7
0183bb13892e88733935ce115ff4a4b7,text,23,8
0183bb13892e88733935ce115ff4a4b7,models,23,9
0183bb13892e88733935ce115ff4a4b7,information,23,10
01a6d96bfa29b4620bef34d8be289e09,trust,87,1
01a6d96bfa29b4620bef34d8be289e09,network,35,2
01a6d96bfa29b4620bef34d8be289e09,wireless,32,3
01a6d96bfa29b4620bef34d8be289e09,mobile,30,4
01a6d96bfa29b4620bef34d8be289e09,based,30,5
01a6d96bfa29b4620bef34d8be289e09,networks,28,6
01a6d96bfa29b4620bef34d8be289e09,access,24,7
01a6d96bfa29b4620bef34d8be289e09,system,23,8
01a6d96bfa29b4620bef34d8be289e09,applications,22,9
01a6d96bfa29b4620bef34d8be289e09,management,21,10
01ac367c7e64f7d7bc90ff789e42290c,size,14,1
01ac367c7e64f7d7bc90ff789e42290c,de,9,2
01ac367c7e64f7d7bc90ff789e42290c,scale,9,3
01ac367c7e64f7d7bc90ff789e42290c,results,9,4
01ac367c7e64f7d7bc90ff789e42290c,dislocation,8,5
01ac367c7e64f7d7bc90ff789e42290c,ni,6,6
01ac367c7e64f7d7bc90ff789e42290c,sample,6,7
01ac367c7e64f7d7bc90ff789e42290c,la,6,8
01ac367c7e64f7d7bc90ff789e42290c,effects,6,9
01ac367c7e64f7d7bc90ff789e42290c,strain,5,10
01ba1333473b3d806a5ab2db32c9e501,interaction,7,1
01ba1333473b3d806a5ab2db32c9e501,infovis,4,2
01ba1333473b3d806a5ab2db32c9e501,techniques,4,3
01ba1333473b3d806a5ab2db32c9e501,categories,3,4
01ba1333473b3d806a5ab2db32c9e501,level,3,5
01ba1333473b3d806a5ab2db32c9e501,low,3,6
01ba1333473b3d806a5ab2db32c9e501,system,2,7
01ba1333473b3d806a5ab2db32c9e501,foundation,1,8
01ba1333473b3d806a5ab2db32c9e501,reconfigure,1,9
01ba1333473b3d806a5ab2db32c9e501,address,1,10
01f31654d6293f1d0b186e34096aff4e,quantum,147,1
01f31654d6293f1d0b186e34096aff4e,states,63,2
01f31654d6293f1d0b186e34096aff4e,state,42,3
01f31654d6293f1d0b186e34096aff4e,systems,41,4
01f31654d6293f1d0b186e34096aff4e,phase,37,5
01f31654d6293f1d0b186e34096aff4e,spin,33,6
01f31654d6293f1d0b186e34096aff4e,field,32,7
01f31654d6293f1d0b186e34096aff4e,theory,30,8
01f31654d6293f1d0b186e34096aff4e,system,29,9
01f31654d6293f1d0b186e34096aff4e,entanglement,27,10
01f789183252971824393ef8279bd0ab,data,37,1
01f789183252971824393ef8279bd0ab,learning,28,2
01f789183252971824393ef8279bd0ab,ranking,15,3
01f789183252971824393ef8279bd0ab,approach,14,4
01f789183252971824393ef8279bd0ab,mining,14,5
01f789183252971824393ef8279bd0ab,rank,13,6
01f789183252971824393ef8279bd0ab,set,11,7
01f789183252971824393ef8279bd0ab,network,11,8
01f789183252971824393ef8279bd0ab,function,8,9
01f789183252971824393ef8279bd0ab,based,8,10
020325692c9a29ed0d8ff6351d0cfb78,patterns,33,1
020325692c9a29ed0d8ff6351d0cfb78,body,32,2
020325692c9a29ed0d8ff6351d0cfb78,cuttlefish,31,3
020325692c9a29ed0d8ff6351d0cfb78,camouflage,30,4
020325692c9a29ed0d8ff6351d0cfb78,contrast,27,5
020325692c9a29ed0d8ff6351d0cfb78,pattern,22,6
020325692c9a29ed0d8ff6351d0cfb78,background,16,7
020325692c9a29ed0d8ff6351d0cfb78,disruptive,16,8
020325692c9a29ed0d8ff6351d0cfb78,edges,15,9
020325692c9a29ed0d8ff6351d0cfb78,visual,15,10
02108be0f34bc888c91cb51f5c967eb7,regeneration,5,1
02108be0f34bc888c91cb51f5c967eb7,limb,4,2
02108be0f34bc888c91cb51f5c967eb7,macrophage,4,3
02108be0f34bc888c91cb51f5c967eb7,wound,3,4
02108be0f34bc888c91cb51f5c967eb7,repair,3,5
02108be0f34bc888c91cb51f5c967eb7,signaling,3,6
02108be0f34bc888c91cb51f5c967eb7,body,3,7
02108be0f34bc888c91cb51f5c967eb7,adult,3,8
02108be0f34bc888c91cb51f5c967eb7,process,3,9
02108be0f34bc888c91cb51f5c967eb7,regenerative,3,10
0223711052fde58ca82654fd0a9272f0,cells,10,1
0223711052fde58ca82654fd0a9272f0,tumor,10,2
0223711052fde58ca82654fd0a9272f0,photon,9,3
0223711052fde58ca82654fd0a9272f0,aging,8,4
0223711052fde58ca82654fd0a9272f0,excitation,7,5
0223711052fde58ca82654fd0a9272f0,virus,7,6
0223711052fde58ca82654fd0a9272f0,cooperation,6,7
0223711052fde58ca82654fd0a9272f0,individuals,6,8
0223711052fde58ca82654fd0a9272f0,qs,6,9
0223711052fde58ca82654fd0a9272f0,cell,5,10
0250111a845b222cb9323b721857afdb,land,16,1
0250111a845b222cb9323b721857afdb,climate,14,2
0250111a845b222cb9323b721857afdb,global,14,3
0250111a845b222cb9323b721857afdb,cover,11,4
0250111a845b222cb9323b721857afdb,soil,9,5
0250111a845b222cb9323b721857afdb,model,8,6
0250111a845b222cb9323b721857afdb,database,7,7
0250111a845b222cb9323b721857afdb,moisture,7,8
0250111a845b222cb9323b721857afdb,atmosphere,5,9
0250111a845b222cb9323b721857afdb,heat,5,10
